title,company,location,salary_min,salary_max,category,description,created,redirect_url
Campaigns Associate,Varahe Analytics Private Limited,"Panchkula, Haryana",,,"PR, Advertising & Marketing Jobs","Job Description: Consultant, Campaigns Location: Panchkula; for projects across India ""Please Note: This is a short-term contractual role with a tenure ending in April 2027."" About Varahe Analytics: Varahe Analytics is one of India’s premier integrated political consulting firms specializing in buil",2026-06-04T16:45:41Z,https://www.adzuna.in/land/ad/5751931934?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=984CE2BCEB2FDE6A8AD76C9679B65251184D1797
International Sales Expert (IT Services & AI Solutions),FlameX,India,,,Sales Jobs,"About the Role: We are looking for a highly motivated and sharp IT Sales Expert who truly understands the international software market and the new opportunities emerging in the AI era. We need a strategic thinker who grasps how modern software companies are structuring themselves today, and more im",2026-06-01T10:26:10Z,https://www.adzuna.in/land/ad/5747048251?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A97785B71A2B35DBB4754B2B46AF43289BA5A83E
Manager Product Management,Kovai.co,"Coimbatore, Tamil Nadu",,,IT Jobs,"Kovai.co is a catalyst, sparking a revolution in the world of enterprise software and B2B SaaS, we are a technology powerhouse delivering best-in-class enterprise software and game-changing SaaS solutions across industries. At Kovai.co , we're rewriting the B2B landscape by empowering over 2,500 bus",2026-05-26T18:11:59Z,https://www.adzuna.in/land/ad/5741247878?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A465675A56DCA4A7DD61E03A772D89D4473A307C
Banking,Adani Enterprises Limited,"Mumbai, Maharashtra",,,Accounting & Finance Jobs,"Job Description: Adani Group is a diversified global conglomerate headquartered in Ahmedabad, India. Founded in 1988, the Group has a significant presence across key sectors including energy, utilities, ports & logistics, airports, roads, agribusiness, data centres, real estate, manufacturing, and e",2026-05-28T18:15:23Z,https://www.adzuna.in/land/ad/5743505903?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=38E13E4927DBB1E5CC956535216E781404C80058
Assistant Professor /Associate professor - CSE,Navodaya Education Trust,"Raichur, Karnataka",,,Engineering Jobs,Position - Assistant Professor / Associate Professor – CSE Institution - NET’s - Navodaya Institute of Technology Department - Computer Science and Engineering Location - Raichur Karnataka Key Responsibilities Teach undergraduate and postgraduate engineering students in core and emerging areas of CS,2026-06-03T16:36:02Z,https://www.adzuna.in/land/ad/5750487783?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=87A042803462C481160AC77B646EED4948A60E97
UI/UX Designer,Hyperqube Ionic,India,,,IT Jobs,"We are seeking a high-performing, motivated full-time UI/UX Designer to join the design team at Hyperqube Ionic. This role operates in a fast-paced environment and requires a strong sense of ownership, attention to detail, and the ability to deliver high-quality work independently. Company Overview:",2026-05-17T15:41:30Z,https://www.adzuna.in/land/ad/5732319667?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=8BC59D2E220A1CB576C0CE65BFC94F6C32AE6400
Senior Product Manager Healthcare,Happiest Minds Technologies,"Bangalore, Karnataka",,,IT Jobs,"Senior Product Manager Healthcare Experience: 12 to 20 years Domain: Digital Health, Health Informatics, Consumer Health Platforms, Providers Key Responsibilities 1. Product Requirements Discovery, Analysis & Documentation Lead discovery sessions to translate business needs into detailed epics Break",2026-05-26T18:08:38Z,https://www.adzuna.in/land/ad/5741246485?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=278705ACDFD958A74B7E35082890643F7C32D4E4
JBoss Admin (L2/L3 Support & AI Infra),TECEZE,"Bangalore, Karnataka",,,IT Jobs,"Position: JBoss Admin Experience: 5 Years Mandatory Skills: L2 & L3 in JBoss, Developing and deploying AI Infra Solutions Responsibilities Install, configure, patch, and upgrade JBoss EAP. Manage standalone and domain modes. Handle deployments, rollback, clustering, and tuning. Troubleshoot JVM/serv",2026-05-28T18:20:07Z,https://www.adzuna.in/land/ad/5743506985?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=AB7FD2CA60151FA2D8B0EB051BD89E04FD7B5FA7
Senior Accountant,Swift Cargo Pvt. Ltd.,"Mumbai, Maharashtra",,,Accounting & Finance Jobs,"Sr. Accountant We are seeking a detail-oriented and experienced Sr. accountant to join our team based in India but working on the US time zone (typically the night shift). This role is responsible for managing the daily accounting operations for our US subsidiary, ensuring compliance with US General",2026-06-06T07:38:12Z,https://www.adzuna.in/land/ad/5753853753?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=01EA41743AA329F3077A8924588FCFAE5DD9877A
Senior Data Engineer,KPI Partners,India,,,IT Jobs,About the Company The Fabric Data Engineer will build scalable data pipelines and lakehouse solutions in Microsoft Fabric. About the Role Key Responsibilities Develop data pipelines using Microsoft Fabric and Azure Data Factory. Implement Lakehouse architecture using OneLake and Delta Lake. Perform ,2026-06-09T18:05:20Z,https://www.adzuna.in/land/ad/5757267607?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=9037F251EA4A5835FB6A7F1A36AF7E7559B39171
Voyage Performance Manager,Renowned Shipping MNC,"Thane, Maharashtra",,,IT Jobs,"Position: Manager Voyage Performance (m/f/d) Location: Mumbai, India Experience : 8 years Organisation : Shipping MNC Job Description: In this role, you will be a key contributor to enhancing the performance of our fleet of more than 300 vessels. With strong expertise and a confident, diplomatic pre",2026-06-15T01:05:02Z,https://www.adzuna.in/land/ad/5763749733?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=07A3785B33961D721C79C2DCE38CEC5A7FAC9C07
AGM - South,PALFINGER India,"Bangalore, Karnataka",,,Sales Jobs,"Key Account Manager Location: Bangalore, India Department: Sales, Business Development Reports To: VP – Regional Sales Head About PALFINGER At PALFINGER, we have been lifting people and goods to a new level for over 90 years – with a pioneering and passionate spirit. As a global technology and engin",2026-06-11T21:08:24Z,https://www.adzuna.in/land/ad/5760050278?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A0536F8F2CD5DF293478050876E55FC3AB89DE5B
SAP ABAP PI/PO Consultant,YASH Technologies,India,,,IT Jobs," We’re Hiring: SAP ABAP PI/PO Consultant | YASH Technologies  Hello LinkedIn Connections!  We’re excited to announce an opportunity for an experienced SAP ABAP PI/PO Consultant to join our team at YASH Technologies and work on impactful, enterprise-scale projects.  Location: Pune ⏳ Notice Period: Im",2026-05-27T18:12:23Z,https://www.adzuna.in/land/ad/5742257107?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=EDFC1A57FF4277AB23A4288EBC5EA0E9508EEAF8
Principal Security Engineer,G1 GLOBAL,"Hyderabad, Telangana",,,IT Jobs,"We are seeking a hands-on technical leader to serve as the primary technical and security authority for our Managed Services platform. You will be responsible for designing, implementing, and continuously improving secure, scalable, compliant, and cost-effective IT operations across all client envir",2026-05-22T17:50:01Z,https://www.adzuna.in/land/ad/5737566701?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=82214AB9461ED69B80D148D55C3C7C3FDA88D47E
Manager – Petroleum Sales,Pine Labs,"Noida, Ghaziabad",,,Sales Jobs,"Role Purpose: We are hiring for the role of Manager – Petroleum Sales. This is an Individual Contributor role reporting to the Head of Business. In your role, you will be instrumental in advancing our mission by working on deploying our digital payments solutions across various refueling stations. Y",2026-05-28T00:19:29Z,https://www.adzuna.in/land/ad/5742434331?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=03172737066B0DA423AAC99E5158538FCE06CC84
US HR,Software Technology Inc.,"Hyderabad, Telangana",,,Admin Jobs,"We are hiring Human Resource Executive (US Immigration & Contracts) Experience : 8 Years Location: DSL abacus IT park Uppal, Hyderabad. Work mode: On-site Shift timings: 6:30 PM to 3:30 AM IST (US Shift) Roles & Responsibilities:· Handling the MSA's (Master Service Agreement) and PO's (Purchase Orde",2026-05-07T16:24:57Z,https://www.adzuna.in/land/ad/5721568173?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=C55C393D35A0A985742E1514BC5769080585387C
Lead Data Scientist,Akkodis,"Bangalore, Karnataka",,,IT Jobs,KEY RESPONSIBILITIES Develop and deploy data science models using Python Work on solution integration and MLOps (~20%) Build dashboards and insights using Tableau (~20%) Collaborate with cross-functional teams for analytics delivery Exposure to Generative AI MUST HAVE SKILLS Strong proficiency in Py,2026-05-20T07:21:25Z,https://www.adzuna.in/land/ad/5734682280?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=86BC998A5ED9EABC382D610DED32874D961796F8
SAP BTP CAPM,Tata Consultancy Services,"Hyderabad, Telangana",,,IT Jobs,"Skillset : SAP BTP CAPM Location : Bangalore, Hyderabad, Pune, Delhi NCR, Bhubaneswar, Kochi Experience : 5 - 12 years Job description : Must Have Skills : SAP Cloud Application Programming Model (CAP) API design in CAP (OData / Restful APIs) SAP Business Technology Platform (BTP) BTP services SAP H",2026-05-29T08:24:40Z,https://www.adzuna.in/land/ad/5744182719?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=3BD10171BD37C2EAA654032DF3D6222F564616DF
Senior SDET,UST,"Hyderabad, Telangana",,,IT Jobs,"Dear Candidates, UST is looking for a Senoir SDET roles with at least 5 years of exp. Required Experience : 5-8 Years NP : Immediate to 10 days only Location: Trivandrum, , Hyderabad Only Interested candidate can share your updated CV to bhoopathyraja.ravindran@ust.com PFB - JD  Experience: 5–8 yea",2026-05-29T00:19:21Z,https://www.adzuna.in/land/ad/5743704907?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=B0A1162D8887BBA772E4516214FF96292983BB96
Freelance Executive Producer,Dentsu Amp,"Mumbai, Maharashtra",,,Creative & Design Jobs,"Company Description: Dentsu AMP is a content-focused creative agency and integrated production house, built to deliver high-impact, culture-led storytelling for brands in the digital and social ecosystem. Part of the dentsu India network, AMP brings together strategy, creativity, and on-ground execu",2026-06-13T10:48:41Z,https://www.adzuna.in/land/ad/5762122019?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=29F553A977868DAE743945C86881A0626B5F51CF
Panchakarma Therapist,Ekyana Healthcare Private Limited,"Panchkula, Haryana",,,Healthcare & Nursing Jobs,"Company Description Ekyana Healthcare Private Limited is committed to transforming healthcare by integrating services for a holistic and personalized approach to patient care. Our mission focuses on promoting wellness through innovation, advanced technology, and a patient-first philosophy. By harmon",2026-05-25T08:01:13Z,https://www.adzuna.in/land/ad/5740179405?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=4CF207AB1A77EA83C8B302424278C1B67B07B40F
Lan Wireless SME-Walkin Drive,Tata Consultancy Services,"Chennai, Tamil Nadu",,,IT Jobs,"Job Role: Lan Wireless SME-Walkin Drive Experience:8-12 years Location: Chennai Key Responsibilities 6 years of experience in enterprise wireless networking. strong expertise in Cisco wireless solutions. in-depth knowledge of RF design, controllers, access points, roaming, and wireless security. Des",2026-06-15T01:02:27Z,https://www.adzuna.in/land/ad/5763749399?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=A5E24770C3D35CD3A48270402ADD326EBEA6DF43
Senior Buyer,"CIRCOR International, Inc.","Coimbatore, Tamil Nadu",,,Engineering Jobs,"ORGANIZATIONAL STRUCTURE BUSINESS: CIRCOR INDUSTRIAL LOCATION: COIMBATORE, INDIA DIRECT REPORTING: MANAGER – PLANT SCM FUNCTIONAL REPORTING: NA POSITION DETAILS Position Summary The Buyer provides parts, equipment, and materials by developing sources of supply and monitoring supplier performance, ob",2026-05-20T07:26:34Z,https://www.adzuna.in/land/ad/5734685331?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=79C92D818AB8B7651EE69A06250B196A884AEFCE
Design Manager,Chattels Design,"Bangalore, Karnataka",,,Creative & Design Jobs,"At Chattels Design llp, we go beyond designing interiors to curate immersive experiences. Since 2019, we have delivered over 3000 beautifully designed homes across Bangalore, specializing in personalizing spaces to reflect individual lifestyles, personalities, and aspirations. Our design philosophy ",2026-05-23T17:55:11Z,https://www.adzuna.in/land/ad/5738779293?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=9DDD88118D699F30E0BF953CB34BDE993A342C4B
Lead DFT Engineer,ACL Digital,"Bangalore, Karnataka",,,Engineering Jobs,"Job Title: Lead DFT Engineer Experience: 7 Years Location: Bangalore Employment Type: Full-time Industry: Semiconductors / ASIC / SoC Design Job Summary: We are looking for a Lead DFT Engineer to drive DFT architecture, planning, and implementation across complex SoC/ASIC designs. As a technical lea",2025-07-07T09:16:59Z,https://www.adzuna.in/land/ad/5289691198?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=7609742B4095D03B3E14DDC2A9C9EEE8D8DED485
Flexera Admin,Tata Consultancy Services,"Hyderabad, Telangana",,,IT Jobs,"Role : Flexera Admin Location : Chn/Hyd/Blr Experience : 10 to 15 years Keywords : Flexera, Software Asset Management, ITAM, Tier-1 Publisher License Mgt Desired Competencies (Technical/Behavioral Competency) Must-Have IT Asset Management lifecycle Mgt, Flexera Tool Specialist, Flexera Administrator",2026-06-13T10:50:25Z,https://www.adzuna.in/land/ad/5762127847?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=389FC6583704CDF640AECDC350DADD44FE98A73B
Sales (Referral Partner : Commission only role),MacroHire,India,,,IT Jobs,"MacroHire simplifies hiring for enterprises and startups across India, with a strong focus on Sales and Tech talent acquisition and staffing . We provide both strategic insights into talent hiring and hands-on expertise, enabling firms to attract and hire great talent. We’re inviting a small set of ",2026-05-23T01:48:55Z,https://www.adzuna.in/land/ad/5737853989?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=2AB8BE59179F9FB96F33AF47E4AF9C37A8DC2CF4
Lead Channel Sales - Pune,Birla Estates,India,,,Sales Jobs,Purpose : Lead channel partner management in the region and develop & drive loyalty/incentive programs for channel partners to increase channel partner pool for Birla Estates sales. Principal Accountabilities Market Research and Product Development - Collect CP feedback on the micro-market & product,2026-05-21T17:37:28Z,https://www.adzuna.in/land/ad/5736370762?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=EAEC568CFD1A55DB0F4B5D4ACC8547B474FD6B38
Senior Workday Consultant,VXI Global Solutions,India,,,Accounting & Finance Jobs,"Modules: Payroll, Absence Management, Time Tracking Job Summary We are seeking an experienced Senior Workday Payroll Consultant with strong expertise across Workday Payroll, Absence Management, and Time Tracking. The role involves leading end-to-end configuration, enhancement, and support of integra",2026-05-23T17:55:17Z,https://www.adzuna.in/land/ad/5738779895?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=F136C376DEB0263F8E5F6F8CE3488B2D2109A588
Remote JavaScript Engineer,Turing,"Noida, Ghaziabad",,,IT Jobs,"About the projects: we are building LLM evaluation and training datasets to train LLM to work on realistic software engineering problems. One of our approaches, in this project, is to build verifiable SWE tasks based on public repository histories in a synthetic approach with human-in-the-loop; whil",2026-06-13T10:51:33Z,https://www.adzuna.in/land/ad/5762131168?se=JiOcWI1p8RGwYu6IutgTPw&utm_medium=api&utm_source=439bd393&v=52FA05BFE30884195DE5EECEAAEA79B0EAAA5708
